name,address,latitude,longitude,details,phone,time,offdate,parking,babycar,pet
올가홀푸드 방이점,서울특별시 송파구 양재대로71길 4(방이동),37.51040231,127.1263036,"올가홀푸드는 풀무원의 친환경식품 전문브랜드로 풀무원의 '로하스'기업의로서의 가치를 공유하고 실천하고 있다. 로하스는 자신의 건강과 지구 환경의 지속가능성을 함께 생각하는 의식있는 라이프 스타일을 뜻한다. 풀무원의 첨가물 원칙을 포함한 까다로운 제조 원칙들은 로하스적 가치를 지향하고자 유기농식품과 생활용품을 전문적으로 판매하는 매장이다. 친환경 식품전문점 올가 방이점은 친환경 농산물 및 자연산 수살무에서 부터 동물복지기준을 적용시켜 건강하고 안전하게 키운 한우, 유기농 밀가루로 안전하게 만든 베이커리, 건강기능식품, 친환경 생활용품까지 건강과 환경을 생각한 다양한 상품을 취급한다.",02-418-6255,10:00 ~ 22:00,명절 당일~다음 날,있음,없음,없음
상주곶감유통센터 상주곶감직판장,경상북도 상주시 영남제일로 1154,36.41610363,128.2126257,"상주곶감유통센터는 2005년 상주지역 600여 곶감 생산 농가들이 출자하여 만든 국내 최대 규모의 곶감 영농조합으로 곶감을 유통 및 수출하고 있다. 믿을 수 있는 맛과 품질, 그리고 합리적인 가격으로 상주 곶감을 유통하기 위하여 만들어진 강주 곶감 대표 생산자 단체이다. 상주곶감의 유래와 역사를 알 수 있는 홍보전시관과 쇼핑몰을 운영하고 있으며 판매 상품으로는 상주곶감과 감말랭이를 비롯해 곶감을 이용한 상주곶감찹쌀떡, 곶감막걸리, 곶감엿, 곶감약과, 감식초 등 곶감을 이용하여 개발한 상품과 상주지역 농산물 가공품 등 다양하다.
상주는 감나무가 자라기 알맞은 기온과 토질로 감의 품질이 뛰어나며 상주둥시감은 16세기부터 재배한 역사와 전통을 자랑한다.",054-536-0907,08:00~19:00,연중무휴,있음(무료),없음,없음
청송군농특산물판매장,경상북도 청송군 주왕산면 주왕산로 448,36.37941061,129.1040783,"청송군농특산물판매장은 경북 청송군 주왕산 가는 길목에 위치하고 있다. 
전국 최대 사과 주산지인 청송에서 나고 자란 사과와 청송사과로 만든 사과즙, 청송사과를 증류하여 만든 25도와 40도의 청송사과아락주를 연중 판매한다. 청송사과는 일교차가 큰 고랭지에서 재배하여 맛이 뛰어나고 품질이 좋기로 유명하다. 또한 껍질 째 먹는 상품을 출시해 많은 소비자들의 사랑을 받고 있다.",054-874-4040,,,주차가능,없음,없음
당진시 수산물 유통센터,충청남도 당진시 석문면 장고항로 334-48,37.03523344,126.5590211,"장고항에 있는 당진시 수산물 유통센터는 단층으로 되어있으며, 큰 규모는 아니지만 청결한 내부와 싱싱한 수산물이 있는 수산물 유통센터이다. 수산물판매장 20개소와 건어물매장으로 구성되어 있으며, 우럭, 광어, 도다리 등 횟감으로 좋은 활어와 바지락, 참소라, 해삼, 낙지 등 서해안에서 나는 수산물을 판매하고 있다. 각 코너별로 음식을 맛볼 수 있는 공간이 있어 현장에서 해산물 구매 후 바로 맛볼 수 있는 것이 특징이다.",당진시청 수산팀 041-350-4271,09:00 ~ 20:00 (주말 09:00 ~ 21:00),,주차 가능(72대),없음,없음
궁가는여우,서울특별시 종로구 자하문로 3지하1층,37.57648076,126.9723657,"2017년 2월에 오픈한 한복 대여 및 체험점이다. 400여 벌의 예쁘고 아름다운 신상 한복과 재미있고 멋스러운 이벤트 한복이 많이 준비되어 있다. 경복궁과 서촌, 북촌, 인사동을 궁가는여우의 한복과 함께 톱스타 여자배우와 남자배우가 되어 즐겁고 기억에 남는 추억을 만들어보자.",02-722-2318,09:30 ~ 19:00,연중무휴,,불가,가능
의정부 제일시장,경기도 의정부시 시민로121번길 43-2,37.74030198,127.0495846,"1978년 설립된 의정부 제일시장은 점포 수 600개가 넘는 대형 전통시장이다. 시장 출입구를 기준으로 가, 나, 다, 라동으로 나눠 동별로 가동은 의류(브랜드), 나동은 잡화 및 커튼, 다동은 식품 및 방앗간, 라동은 한복을 포함한 일반 의류 등으로 구분되어 있다. 또한 시장 중심에 있는 십자마당은 다양한 공연문화가 펼쳐지는 지역민들의 커뮤니티 공간 역할도 하고 있다.",031-846-2617,09:00 ~ 22:00 (점포마다 다름),,주차 가능,없음,없음
마도농산물재래시장,경기도 화성시 마도면 화성로790번길 14,37.20672018,126.7766439,"송산 마도 IC 인근 313번 국도변에 위치해있는 시장으로 화성시가 지역 농민들이 생산한 농산물 판로를 위해 조성했다. 제부도, 대부도, 궁평항, 탄도항과 인접해 있어 관광객들의 접근성도 좋다. 김장철이면 서울과 수도권에서 장 보러 오는 수요가 많다. 재래시장이지만 시설 정비와 함께 넓은 주차장을 확보해놓았다.",기업경제과 031-5189-2694,오전 10:00 ~ 오후 12:00,5일장이 서는 끝자리 1일과 6일을 제외한 요일,주차가능,없음,가능
은나무,서울특별시 종로구 율곡로3길 72,37.57879733,126.9821926,"은나무는 액세서리 전문 숍으로써 아름다운 자연물의 소박하며 자연스러운 선들을 디자인 모티브로 삼고 있다. 또한, 한국의 전통문양과 기법을 응용하여 제작하고 있다. 주재료는 스터링 실버와 질 좋은 원석만을 사용함으로써 그 가치를 높이고 있다. 이곳의 모든 상품들은 은나무 작가들 손을 거쳐서 철저하게 수작업으로 이루어지므로 같은 디자인이라도 만드는 이의 손길에 따라 조금씩 다른 멋을 지니고 있다.<br>",02-730-2867,10:30 ~ 20:00,명절연휴,,불가,가능
못골종합시장 (못골시장),경기도 수원시 팔달구 수원천로258번길 10-12,37.27601093,127.020742,"못골종합시장은 반찬, 떡, 생선, 야채, 정육, 건어물 등 식자재 위주로 일차식품을 판매하는 종합시장이다. 친절함과 정겨움을 원칙으로 하고 있으며 고객들의 신뢰를 바탕으로 저렴한 가격과 질 좋은 상품을 판매하기 위해 노력하고 있다. 시장 상인들을 중심으로 지역주민, 고객분들과 함께 더욱더 활력이 넘치고 지역경제 활성화를 위해 최선을 다하는 시장이다. 시설 현대화를 통해 고객이 편안하고 알뜰한 장보기를 할 수 있도록 하였고, 또한 전국을 대표하는 문화시장으로 거듭나고 있다. 상인과 주민, 고객의 원활한 소통의 장이 될 수 있는 시장으로 만들려 노력하고 있다.",031-246-5638,08:00~20:00,명절 (점포마다 상이),,불가,불가
부천 역곡남부시장,"경기도 부천시 부광로16번길 33(괴안동,유영연립)",37.48258046,126.8115497,"1983년 자연발생적으로 생긴 재래 시장이다. 2005년 3월 1일 공포된 ‘재래 시장 활성화를 위한 특별조치법’에 의해 2005년 12월 인정 시장으로 승인을 받았다. 역곡남부시장은 역곡역에서 역곡파출소 방면으로 동서로 300여m에 100여 개의 크고 작은 점포가 길게 들어서 있다. 종사자 수는 190여 명에 이른다. 부천시에서는 가장 먼저 차광용 터널을 설치하여 이용자의 편의를 도모하고 있다. 국철 1호선과 경인국도, 서울외곽순환고속국도가 지나가는 교통의 중심지에 위치해 있다. 주변에 전철역·소방소·학교·농업협동조합·수산업협동조합 등이 갖추어진 전형적인 근린 생활 공간이다.",032-343-9655,08:00 ~23:00,연중무휴(상점마다 다를수 있음),,없음,없음
금강제화 영등포본점,서울특별시 영등포구 영중로 18,37.51797526,126.9062123,"금강제화는 제화뿐 아니라 스포츠화, 캐주얼슈즈 및 패션, 액세서리 등을 생산하는 패션 브랜드로 전국에 많은 대리점을 보유하고 있다. 그중 금강제화 영등포본점은 남녀 정장화 및 가방과 여성 핸드백을 구매할 수 있는 전문멀티숍이다. 고객연령층은 20대~40대 연령층이 많으며 주요 상품으로는 남, 녀 정장화를 비롯하여 키높이구두, 여성샌들이 많이 판매되고 있으며, 남녀 골프의류도 고객들에게 큰 호응을 얻고 있다. 아울러 지하 1층에서는 신발 사이즈가 큰 고객들을 위해 빅사이즈 상품을 판매하고 있다.",02-2678-1052,- 월~목요일 10:30~20:00<br>- 금~일요일 10:30~20:30,연중무휴,없음,없음,없음
KT&G 상상마당 디자인스퀘어,서울특별시 마포구 어울마당로 65,37.55103835,126.9210017,"KT&G 상상마당은 복합문화공간으로써 영화, 공연, 전시, 교육 등의 다양한 문화활동이 이루어지는 공간이다. 젊음이 있는 곳. 홍대, 홍대의 ‘주차장 사거리’라는 명칭은 상상마당의 등장과 함께 ‘상상마당 사거리’로 개명되었다. 홍대의 가장 중요한 랜드마크가 된 상상마당은 사회공헌 문화 사업이 이루어지는 공간이다. 영화, 음악, 디자인 등의 전방위에 걸쳐 왕성하게 활동을 펼쳐 나가는 상상마당의 대문이라 할 수 있는 1층은 디자인스퀘어로 운영되고 있다. 디자인스퀘어는 KT&G 상상마당 1층에 자리 잡고 있으며 상상력이 돋보이는 디자인 제품의 전시와 판매 공간으로 이루어져 있다. 디자인스퀘어의 메인섹션은 상상력들이 돋보이는 디자인 제품의 전시와 판매 공간으로 이루어져 있다. 이곳의 제품들은 직접 디자인하여 다른 곳에서는 볼 수 없는 상상마당만의 특별한 디자인으로 내국인들과 외국인들에게 사랑받고 있다. 최근에는 해외 관광객들의 쇼핑메카지역으로 떠오르면서 기념품으로 구입하기 좋은 작은 연필, 명함첩, 다이어리, 노트 등의 문구류 및 팬시용품들이 인기를 모으고 있다.",02-330-6200,11:00~21:00 (층마다 이용시간 상이함),명절 연휴,,없음,없음
"억지춘양5일장 (4, 9일)",경상북도 봉화군 춘양면 의양로2길 25-1,36.93631287,128.9138705,"봉화역 인근에 위치한 억지춘양시장은 한때 봉화 최대의 전통시장이었다. 1940년대 12령 보부상을 중심으로 시장을 형성했고 이후 1960~70년대에 쌀을 거래하는 미시장과 하루에도 2~300마리가 소를 거래되는 우시장이 발달하며 이 지역 최대 규모의 전통시장으로 자리 잡았었다고 한다. 1950년대 영동선이 건설될 때 억지로 춘양면을 통과하도록 노선을 변경시켰다 하여 억지춘양이라는 이름이 붙었다는 설이 있다. 
인구감소와 대형마트 진출 등의 요소로 시장 규모가 축소되자 봉화군에서는 2015년 문화관광형 시장으로 현대화 시설을 갖추고 야시장과 공연 등을 개최하여 시장의 활성화와 관광객들을 모으고 있다. 평상시에는 여느 전통시장과 다를 바 없지만, 5일장이 열리는 매달 4, 9, 14, 19, 24, 29일에는 억지춘양시장 밖에서 면 소재지 중심 지역까지 장이 늘어선다. 군내 각 지역뿐 아니라, 인근 울진군과 강원도 태백시에서도 직접 재배한 지역특산물이 가득한 오일장이 열린다. 
춘양딸기, 토종약대추, 호두, 사과, 임산물, 춘양목 아래서 자생하는 자연산 송이, 약초, 고랭지채소 등과 외지에서 온 상인들의  생활용품과 먹거리가 어우러져 활기차고 생동감있는 시장 풍경을 연출한다.",054-674-3080,07:00~17:00,,있음<br>무료,없음,없음
"홍천 중앙시장 (1,6일)",강원특별자치도 홍천군 홍천읍 홍천로8길 17,37.69107863,127.8861293,"홍천읍 진리에 옛부터 나루터가 있었는데 서울에서 어염(魚鹽)을 비롯한 각종 생활용품이 배에 실려 북한강을 거슬러 홍천읍 진리 나룻터에 닿으면 도가(都家)들이 물건을 받고 이 지방 산물들이 배에 실려 서울로 올라갔다. 따라서 이 나루터를 중심으로 각종 물건들이 집중되면서 사람들이 몰려 진리 나루터 도로연변으로 홍천5일장이 형성되었다. 그후 도로교통이 발달하고 뱃길이 끊기면서 시장도 자연 홍천읍 중심부인 현위치로 옮겨졌다. 

홍천의 모든 상거래는 이곳에서부터 시작되고 있으며 업태도 다양하다. 또한 유흥음식점, 대중음식업 등도 이 지역에 몰려 있어 소비의 중심지이기도 하다. 
홍천 중앙시장 및 구시장과 그 도로변을 중심으로 5일만에 서는 홍천장은 1일과 6일에 서며, 철 따라 기이한 물건들이 전국 각처에서 모이는 전국에서도 몇째 안 가는 큰 장이다. 그리고 홍천의 별미, 홍천에서만 맛볼 수 있는 올챙이국수를 이곳에서 만날 수 있다.",033-434-4267,,,,없음,없음
"춘천 풍물시장 / 풍물장 (2, 7일)",강원특별자치도 춘천시 영서로 2352-21(온의동),37.86828267,127.7169756,"남춘천역에서 도보 5분여 거리의 전통시장으로 남춘천역과 춘천역을 잇는 경춘선 철로 교각 아래 자리한다. 시장은 원래 복개된 약사천 위에 있었는데 약사천 생태하천복원사업이 진행되면서 2010년 말 지금의 자리로 옮겼다. 약 700m 거리에 140여 개의 점포가 늘어서 있고 매월 2, 7일로 끝나는 날에 5일장이 열린다. 5일장이 열리는 날이면 각종 노점이 빼곡하게 들어선다. 장사꾼과 손님으로 시장은 발 디딜 틈 없이 분주해진다. 직접 농사지은 농산물부터 싱싱한 수산물, 주전부리, 생활잡화 등 말 그대로 없는 게 없다. 메밀전, 메밀전병, 장떡 등 강원도 토속음식과 닭갈비, 생고기, 칼국수 등 다양한 음식도 맛볼 수 있다.",033-253-5814,점포별 상이(매일 오전 5시에 새벽시장 열림),점포별 상이,주차가능,불가,가능
방천시장,대구광역시 중구 달구벌대로446길,35.8621794,128.6060481,"대구 도심을 남북으로 통과하는 신천(新川)에 놓인 12개의 다리 중 하나인 수성교 옆에 자리 잡고 있는 재래시장이다. 1945년 광복 후 일본과 만주 등지에서 돌아온 전재민(戰災民)들이 호구지책으로 장사를 시작하면서 생긴 시장으로, 신천제방을 따라 터를 잡았다 하여 방천시장이라 불리기 시작했다. 당시 수성교에서 남쪽으로 방천을 따라 약 500m에 걸쳐 형성되었으며, 상인들이 새끼줄을 이용해 ‘井’자 모양으로 시장을 구획하여 복잡한 시장을 정리하였다 한다. 주로 채소·과일·곡물 등의 식품류와 잡화를 취급한다.",,,,,없음,없음
정자시장,경기도 수원시 장안구 장안로89번길 47(정자동),37.2910116,126.9997546,"정자시장은 수원시 장안구 정자동 도심 속에 위치해있는 시장으로 대단지 아파트촌이 형성되어 있어 젊은 층의 인구 비중이 높은 곳이다. 전통시장임에도 불구하고 주차가 편하고, 장보기 쉽고, 유모차나 보조 보행기 이동이 편하게 배려한 것도 젊은 시장 이미지에 맞춘 노력이다. 150개의 점포와 330명의 상인이 활동 중이며 양옆으로 늘어선 상점은 시장 보다 잘 정돈된 현대식 상가 거리의 느낌이 강하다.  의류, 정육, 과일, 채소 등 1차 식품류와 신발, 문구, 미용실, 옷 가게, 화장품 등 생활필수품을 구매할 수 있다. 넓은 주차시설은 물론이고 화장실과 고객쉼터, 아케이드 사업 등으로 고객 편의성을 높이기 위해 노력하고 있다. ‘전통시장 큰 장날’ 평가에서 우수시장으로 선정될 만큼 문학제, 작은 음악회, 야시장 개최 등 놀 거리와 먹을거리, 즐길 거리를 위해 이벤트 행사를 많이 하고 있다.",031-252-0290,07:00~23:00 (점포별 상이),점포별 상이,"있음 (최초 1시간 무료, 추가 30분당 1,000원)",없음,없음
성남중앙공설시장,경기도 성남시 수정구 수정로 109(태평동),37.44144931,127.1321328,"성남중앙시장은 성남시가 출범하기 전인 1970년 경에 자연발생한 전통시장이다. 원래는 2개의 재래시장이 붙어 있던 곳인데 두 차례에 걸쳐 화재가 발생하는 아픔을 겪은 후 전통시장 현대화 사업을 통해 3천519.4㎡에 지하 1층~지상 7층 규모의 현대식 건물로 탄생했다. 점포와 냉장·냉동창고, 주차장, 각종 편의시설 등 복합 기능을 갖췄으며 특히 3층에서 8층까지 주차 공간을 확보해 혼잡하지 않다. 1층에는 야채, 정육, 반찬, 건어물, 분식, 식당, 인테리어 상가가 있고, 2층은 식당, 음료, 잡화, 속옷, 액세서리, 인테리어 상가가 있다. 대형마트처럼 시장도 깨끗하고 체계적인 관리가 필요하다는 걸 앞장서 보여준 공간이다.",031-759-2915,09:00~19:00,"1, 3번째 일요일 휴무",있음 / 주차요금 유료,없음,없음
안산농수산물도매시장,경기도 안산시 상록구 충장로 312(이동),37.30839036,126.8562255,"안산농수산물도매시장은 경기도 안산시 상록구에 위치한 도매시장이다. 이른 새벽에 직접 경매가 이뤄지고 일반 판매는 오전 6시부터 오후 5시까지 가능하다. 청과동과 수산동, 채소동, 관리동, 경매장으로 이루어져 있으며 면적은 28.303㎡ 규모이다. 어패류, 젓갈, 활어, 선어 등의 수산물을 비롯하여 무, 배추를 포함한 다양한 채소와 과일을 저렴하게 구입할 수 있다. 넓은 주차장을 갖춰 놓았고 지하철 4호선 한대앞역 1번 출구에서 도보로 가까운 거리에 있어 접근성이 좋다, 2019년 수산물 도매시장 평가에서 우수 수산물 도매시장으로 선정되었다.",031-481-2771,06:00~17:00,"매월 1, 3번째 일요일, 매년 1월 1일, 명절",있음,없음,없음
하남수산물복합단지,경기도 하남시 하남대로 1043-35(풍산동),37.54788236,127.1849722,미사지구 신도시개발로 인해 풍산동으로 수산물점포가 대거 이전하면서 형성된 상권이다. 도소매 점포가 밀집해 있어서 신선한 수산물을 저렴하게 구입할 수 있다. 인천 소래 포구 다음으로 큰 도매단지이다. 도심 한복판에 있어 소매 기능도 활성화 되어 있다. A-G 7개 단지에 100여 개 점포가 운영 중이다. 대부분 점포가 도소매 기능을 겸하고 있다.,031-792-9030,05:00~22:00 (상점별로 다름),상점별로 상이함,가능,없음,불가
"대정5일시장 (1, 6일)",제주특별자치도 서귀포시 대정읍 신영로36번길 65(대정읍),33.22049299,126.2483311,"대정오일시장은 6·25전쟁 당시 문을 연 곳으로 제주도 서부 지역에서 가장 큰 오일시장이다. 모슬포에 자리 잡고 있어 모슬포 오일장이라고도 불리며 당시 대정읍에는 비행장과 육군훈련소가 있어 필요한 생활용품 및 물자가 오가다 보니 점차 커지게 되었고 자연스레 시장이 형성되었다고 한다. 대정읍 내에서 자리를 몇 번 옮기며 지금은 현재의 자리인 대정읍 하모리에 자리를 잡았다.
큰 규모만큼이나 선원들이 필요한 물품 등 취급하지 않는 상품이 없고 다양한 먹거리까지 준비되어 있으니 출출한 배를 달래려 방문해 보는 것도 나쁘지 않다. 대정 오일장은 매월 1일, 6일에 장이 열린다. 다만, 31일이 있는 달에는 31일에 문을 열고 다음 날 1일에는 열리지 않으니 참고하는 것이 좋다.",하모3리 사무소 064-794-7995,09:00~18:00  <br>※개점과 폐점 시간 일정하지 않음 / 점포마다 상이,상설시장이 아니라 장서는 날만 영업,주차가능,없음,없음
"불로장 / 불로전통시장 (5, 10일)",대구광역시 동구 팔공로26길 9-1(불로동),35.91233828,128.6423907,"대구 국제공항을 지나 팔공산과 파계사로 향하는 길목에 위치한 불로장은 1930년대부터 형성된 시장으로 상설시장과 함께 5일장이 서는 곳으로, 1980년대 초반까지 경상북도 5대 오일장에 들 만큼 상권이 활발하게 발달된 시장이다. 북쪽에서 남쪽으로 상설로 운영되는 가게가 130여 개나 되어 장날 외에도 장보기 좋으며 매월 5일과 0일에 개설되는 오일장에는 여러 상인들이 모여 가판대를 형성하여 더욱 많은 상품을 선 보인다
특히 타 시장과 차이점으로는 고객안내센터, 휴게실, 수유실, 유아놀이방 등을 갖추고 있고 시장 내 상설공연장이 있어 장날이면 비정기적이긴 하나 공연관람도 가능하다. 또 지역 특산물인 반야월연근과 팔공산 청정미나리 등은 불로장에서 싱싱하게 구입이 가능하고 재래시장의 또 다른 즐길거리인 먹거리는 추어탕, 무침회, 코다리찜 외에 직접 손으로 미는 칼국수와 닭발구이도 유명하다
근처에는 불로동고분군을 비롯하여 봉무공원, 도동 측백수림 등이 자리하고 있다. 이렇듯 불로장은 다양한 먹거리 외에 주요 관광지와 맞닿아 있는 곳이라 전통시장의 분위기와 더불어 관광객이나 지역민들의 발걸음이 계속 이어지고 있다.",053-982-8588,06:30~20:00(점포마다 상이),연중무휴,- 공영주차장(30분초과 10분당 200원)<br>- 불로동고분군주차장(무료),없음,없음
대구국제공항 면세점,대구광역시 동구 공항로 221(지저동),35.90003959,128.6376609,"대구공항은 대구광역시와 경상북도의 관문이 되는 거점공항으로 국내 공항 가운데 6번째로 많은 이용객을 보유하고 있다. 국제선 항공사는 대한항공, 제주항공, 티웨이항공, 비엣젯항공, 중국동방항공, 타이거에어 타이완항공이며 국내선은 티웨이항공, 에어부산, 제주항공, 대한항공이 주로 운항하고 있다. 또한, 대구 포항 간 고속도로의 출발지점인 팔공산 IC와 인접하여 인근 도시들과의 접근성이 뛰어나 공항 이용자들에게 편리한 곳이다. 이러한 위치적 이점으로 인해 내국인과 외국인 모두에게 편리한 쇼핑환경을 제공하고 있다. 
대구 공항의 입, 출국 면세점 모두가 그랜드면세점이 입점되어 있으며 출국장면세점은 공항 2층, 입국장면세점은 공항 1층에 위치하고 있고, 면세품 인도장은 공항 내 2층에 위치하고 있다. 규모는 크지 않은 편이나 다양한 면세품이 있고 면세점 최고 인기 품목인 술, 담배 판매점과 인터넷면세점 인도장도 보유하고 있다.",1800-1160,항공기 운항시간,연중무휴,"있음<br>주차요금: 30분미만 800원 / 매 15분마다 400원<br>[월요일~목요일]<br>- 1일(8시간~24시간 이내) 13,000원<br>[금요일~일요일 / 공휴일]<br>- 1일(9시간 30분~24시간 이내) 15,000원",없음,없음
밸리피싱,충청남도 논산시 가야곡면 병암리,36.17488516,127.1976451,"밸리피싱은 낚시 용품 전문 판매 및 대여점이다. 낚시 용품뿐만 아니라 밸리보트, 오리발, 웨이더, 펌프, 튜닝용품, 액세서리 등 낚시와 더불어 수상 레저 활동을 즐길 수 있는 용품 일체를 함께 취급하고 있다. 또한 나무가 우거진 탑정호수변에 위치하여 용품을 구입 및 대여하면서 경치도 즐길 수 있다.
밸리피싱은 논산, 계룡, 금산 방면에서 지방도 68호선과 697호선을 이용해 접근할 수 있다. 호남고속도로 지선 양촌하이패스 IC가 가깝다. 인근에는 탑정호수변생태공원, 딸기향농촌테마공원, 계백장군유적전승지 등이 있다.",010-6332-5010,13:00~익일 12:00,,가능(소형 20대 주차가능),,
합덕재래시장,충청남도 당진시 합덕읍 운산리재래시장,36.80639136,126.7725968,"합덕시장은 100년 역사를 자랑하는 전통오일장이자 재래시장이다. 장날은 매달 1일과 6일로, 지역 특산물인 쌀, 한우, 꽈리고추, 사과, 쪽파 등과 시장 대표 상품인 한우, 정육식당, 민물, 농축수산물 등의 신선한 먹을거리가 풍성하다. 현재 합덕시장은 20개 점포에 과일가게부터 반찬가게, 잡화상 등 다양한 업종의 점포가 성업 중이다. 합덕시장을 대표하는 골목인 중앙통 아래에는 한우특화거리가 있다.
당진 지역 농수산물을 판매하는 농산물 상가가 있으며, 외곽에는 많은 노점상들이 산재해 있다. 장날에는 즉석에서 튀겨 주는 도넛, 순대, 돼지머리 국밥, 곤계란, 즉석 핫바 등의 먹을거리와 볼거리, 즐길 거리가 더 많이 들어온다.
합덕시장은 당진, 예산 방면에서 국도 32호선, 서산, 아산 방면에서 지방도 70호선 등을 이용해 접근할 수 있다. 고속도로는 당진대전고속도로 고덕IC가 가깝다. 대중교통은 합덕버스터미널을 이용하여 도보로 이동 가능하다. 주변에는 솔뫼성지, 합덕제 수변공원 등의 관광지가 있다.",041-363-0433,,,가능(소형 30대 주차가능),,
흑두루미상회,전라남도 순천시 국가정원1호길 152-55 (풍덕동),34.92929841,127.5113414,"순천의 관광두레 주민사업체 <남쪽동네>는 흑두루미 굿즈들을 개발, 판매할 뿐만 아니라 지역 소상공인, 공예품, 청년창업가들의 상품들을 큐레이션 하여 판매하고자 흑두루미상회를 만들었다.흑두루미가 가지고 있는 '행운'과 ‘가족애' 등의 스토리를 이용하여, 여행객들에게 순천의 좋은 기운을 담은 행운의 부적이나 마음의 위안을 얻을 수 있는 기념품들을 만들고자 지속적으로 노력하고 있다.",010-5707-2354,"평일 오전10시-오후8시 / 토,일 : 오전10-오후9시",,,,
"영주장 / 신영주번개시장 (5, 10일)",경상북도 영주시 선비로79번길 1(휴천동),36.8121549,128.6232556,"신영주 번개시장은 1986년 개설된 전통시장으로 상설시장과 오일장을 병행하고 있다. 1973년 영주역이 지금의 영주시 휴천동으로 이전함에 따라, 영주역 인근에는 아침에 번개같이 반짝 열렸다가 파장하는 번개시장이 형성된 것으로부터 시작되었다. 이후 지역 경제 활성화를 위해 흩어져 형성된 번개시장을 묶어 상설시장으로 개설하면서 본격적으로 성장하였고, 1982년부터 매달 5일과 10일에 열리는 오일장이 함께 열렸다.  
주요 판매 상품은 문어, 건어물 등 수산물과 인근 농촌에서 재배한 채소류, 과일류, 곡물류, 먹거리 등이다. 또한 [골목형 시장 육성사업]에 도전해 빈 점포를 리모델링해 청년상인 창업점포를 개점하여, 주력 상품인 영주 문어 판매뿐만 아니라 각종 특화상품을 활용한 길거리 음식 창업에 중점을 두고 있다.",054-639-6102,07:00~15:00,,있음(유료),없음,없음
웅석공방,경상남도 산청군 단성면 호암로 1325,35.36231499,127.9115644,"웅석공방은 지리산 자락인 웅석봉 아래에 위치하여 전통소목가구와 예술가구, 목공예 생활용품 등을 생산하고 있다. 기반 시설로는 전시동 60평(2층)과 작업실, 관리실 및 전시판매장을 두고 있다. 2001년 문화관광부의 지원으로 지리산 중산리에 지리산 문화상품 개발연구소를 5개 대학 (홍익대, 전북대, 신라대, 진주산업대, 연암공업대학)의 협조로 개설하여 공예아카데미를 개최하기 위한 시설과 지리산권을 중심으로 한 공예품 및 문화상품 개발을 위해 전시관과 미술관을 갖추어 개발과 보급 그리고 일반인을 위한 강좌를 개설하고 있다.",055-973-4118,,연중무휴,,불가,불가
풍기인삼시장,경상북도 영주시 풍기읍 인삼로 8,36.87302938,128.5236182,"풍기인삼시장은 풍기인삼을 국내외 관광객들에게 널리 알리기 위하여 1990년 9월 풍기역 앞에 조성된 시장이다. 약 60여 개의 점포에서 수삼, 백삼 등을 상시 판매하고 있으며, 매년 9월 말에서 10월 초에 풍기인삼축제가 열려 인삼캐기 체험, 인삼 미인 선발대회, 인삼요리 전시회 등 각종 행사가 열린다. 
인삼은 예부터 원기를 돕고 온갖 병에 효능이 있다 하여 영약으로 알려져 왔다. 특히 풍기인삼은 태백산맥과 소백산맥의 분기점인 영남의 북단에 위치한 풍기를 중심으로 재배되어 왔는데, 이 지역은 늘 통풍이 잘 되고 배수가 양호한 곳이어서 다른 지역의 인삼보다 더 인삼의 향이 강하고, 사포닌 함유량이 많다.",0507-1319-7948,09:00~19:00,,있음(무료),불가,불가
관문시장,대구광역시 남구 대명서7길 24-3(대명동),35.8356343,128.5580003,"대구의 3대 시장(서문, 칠성, 관문)중에 하나인 관문시장은 대구 서부권으로 대구 도시철도 1호선 서부정류장역에 위치한다.
따라서 지하철 이용 접근성이 매우 우수하며 각종 먹거리 반찬, 채소, 과일은 물론 대구와 맞닿은 고령, 왜관 등지에서 신선한 야채 등이 유입되고 노점도 활성화 되어 있으며 일 할때 입는 일복도 많이 있다.
천정이 아케이드 형으로 설치되어 날씨의 영향을 받지 않고 쇼핑이 가능하며 특히 관문 시장은 구제골목이 잘 형성 되어 있어 구제 상품 특화 시장으로 대구에서 입소문이 나있다.",053-627-2610,상시개방 (점포의 특성에 따라 상이함),매달 1번째 화요일,있음 (공영주차장이용)<br>요금(30분 : 300원 (이후 추가 : 10분당 200원)),없음,없음
